Report Number,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Police Deployed,Latitude,Longitude
NCRB_34674,2022-02-17,04:14,Delhi,439,Kidnapping,53,F,Blunt Object,5,28.71529573183819,77.21666059147292
NCRB_34675,2023-02-15,13:18,Delhi,904,Kidnapping,57,Unknown,Blunt Object,6,28.54285957801285,77.35364471978116
NCRB_34676,2022-05-11,15:17,Delhi,523,Kidnapping,30,M,,9,28.54820732418462,77.21972940161275
NCRB_34677,2023-08-03,21:25,Delhi,895,Assault,62,F,,1,28.6869005219485,77.19171813768989
NCRB_34678,2023-01-16,12:46,Delhi,352,Drug Offense,56,Unknown,Knife,4,28.567552816805453,77.1066395401145
NCRB_34679,2022-03-19,10:44,Delhi,594,Drug Offense,56,M,Blunt Object,4,28.477361180616576,77.220649094406
NCRB_34680,2023-01-28,20:41,Delhi,217,Homicide,41,F,Blunt Object,9,28.589427086103044,77.35179247353548
NCRB_34681,2023-08-06,09:40,Delhi,925,Homicide,43,Unknown,,6,28.70396865408676,77.03538947638206
NCRB_34682,2022-06-05,03:26,Delhi,547,Kidnapping,34,Unknown,Firearm,6,28.615297392592502,77.01366826543064
NCRB_34683,2022-08-19,17:05,Delhi,734,Assault,30,Unknown,Knife,9,28.52815227353572,77.32138555900671
NCRB_34684,2023-12-30,16:28,Delhi,305,Assault,54,Unknown,,1,28.47247763036489,77.39649902041336
NCRB_34685,2023-07-09,09:03,Delhi,214,Kidnapping,64,M,Firearm,7,28.64600329715254,77.06289229014781
NCRB_34686,2023-11-16,22:24,Delhi,787,Homicide,41,M,Blunt Object,3,28.672294517120985,77.28372482429218
NCRB_34687,2022-08-30,21:53,Delhi,741,Homicide,27,M,Unknown,6,28.591789607356542,77.32521537756489
NCRB_34688,2023-06-29,03:31,Delhi,901,Drug Offense,42,M,Firearm,0,28.47154284755707,77.10682015001642
NCRB_34689,2022-02-27,13:41,Delhi,255,Assault,28,M,Blunt Object,10,28.48950176967565,77.30859397779875
NCRB_34690,2023-05-19,14:17,Delhi,787,Homicide,43,Unknown,Knife,5,28.68078345915852,77.23033791248304
NCRB_34691,2022-03-25,17:37,Delhi,974,Burglary,37,Unknown,Blunt Object,2,28.50222116101001,77.33741996457083
NCRB_34692,2022-06-21,11:59,Delhi,947,Drug Offense,65,M,Blunt Object,8,28.60520031609642,77.13545295410553
NCRB_34693,2023-03-18,02:17,Delhi,422,Kidnapping,18,M,Knife,6,28.75952628984213,77.13895479336546
NCRB_34694,2023-11-25,10:56,Delhi,384,Assault,41,F,Knife,8,28.60748522391636,77.3808385618468
NCRB_34695,2022-01-20,12:28,Delhi,897,Kidnapping,48,M,Firearm,4,28.553415599139893,77.13831141549642
NCRB_34696,2022-09-24,05:23,Delhi,317,Kidnapping,29,F,,5,28.67403261548616,77.03658605172411
NCRB_34697,2022-07-10,18:35,Delhi,596,Homicide,38,Unknown,Blunt Object,8,28.74791966628746,77.40851261912611
NCRB_34698,2022-06-15,00:59,Delhi,342,Homicide,56,M,Unknown,7,28.51306107144229,77.30916357881014
NCRB_34699,2022-12-17,08:21,Delhi,941,Drug Offense,60,M,,10,28.661292740986983,77.39216762576663
NCRB_34700,2022-05-02,08:08,Delhi,816,Kidnapping,48,M,Blunt Object,1,28.72316532763322,77.01628429753326
NCRB_34701,2023-05-06,16:22,Delhi,470,Assault,62,M,Blunt Object,5,28.69428508187418,77.29339724663285
NCRB_34702,2023-11-10,01:09,Delhi,719,Theft/Robbery,36,Unknown,Unknown,5,28.65836330891232,77.2027875923162
NCRB_34703,2023-04-08,19:46,Delhi,532,Burglary,53,Unknown,Unknown,3,28.456643161709565,77.02466652924554
NCRB_34704,2022-11-17,15:42,Delhi,969,Drug Offense,62,M,Blunt Object,10,28.8057819842588,77.20618781648874
NCRB_34705,2022-05-09,15:30,Delhi,970,Burglary,47,M,Firearm,3,28.803011949961835,77.10954905565335
NCRB_34706,2022-12-31,02:18,Delhi,358,Kidnapping,22,F,Unknown,10,28.591785679025737,77.05984727512934
NCRB_34707,2023-02-25,07:24,Delhi,349,Homicide,26,F,Blunt Object,9,28.75434457873989,77.32479944999065
NCRB_34708,2022-09-29,03:08,Delhi,103,Assault,34,Unknown,Blunt Object,3,28.763229959338272,77.13738945628187
NCRB_34709,2023-04-04,05:14,Delhi,513,Theft/Robbery,31,F,Knife,0,28.654371474923536,77.26273627170526
NCRB_34710,2022-10-02,21:34,Delhi,515,Burglary,38,F,Unknown,2,28.79000409486915,77.16617110744298
NCRB_34711,2023-11-09,21:53,Delhi,174,Kidnapping,52,Unknown,,10,28.55227044555996,77.25706743234686
NCRB_34712,2023-06-17,05:48,Delhi,251,Drug Offense,27,Unknown,Firearm,9,28.52711112645607,77.32785197597781
NCRB_34713,2023-10-09,12:22,Delhi,649,Kidnapping,19,M,Blunt Object,0,28.60189741237124,77.29802206087598
NCRB_34714,2023-10-15,14:19,Delhi,344,Assault,48,M,Blunt Object,2,28.801702300134465,77.23169697719331
NCRB_34715,2022-08-10,02:32,Delhi,295,Burglary,46,Unknown,,2,28.80004603798129,77.36862188680395
NCRB_34716,2022-03-17,21:52,Delhi,836,Kidnapping,33,F,,5,28.59385839677157,77.04434031562894
NCRB_34717,2022-07-09,12:45,Delhi,241,Burglary,64,Unknown,Knife,0,28.560448811547115,77.04069091764984
NCRB_34718,2022-09-27,00:25,Delhi,250,Drug Offense,56,F,Blunt Object,5,28.61325779678737,77.35184452620085
NCRB_34719,2023-06-27,01:51,Delhi,516,Assault,43,M,Knife,5,28.80659110851683,77.33078497024628
NCRB_34720,2023-07-19,02:24,Delhi,168,Drug Offense,48,Unknown,Knife,0,28.49247341734844,77.16592070879526
NCRB_34721,2022-02-26,20:59,Delhi,702,Assault,59,Unknown,Unknown,6,28.580359955735275,77.1580635211725
NCRB_34722,2022-06-27,02:25,Delhi,939,Kidnapping,22,Unknown,Firearm,1,28.510370753033925,77.15047280668784
NCRB_34723,2023-08-04,23:48,Delhi,195,Assault,62,F,Firearm,8,28.62148428579648,77.1543403362339
NCRB_34724,2023-02-02,01:16,Delhi,884,Drug Offense,65,M,Unknown,1,28.62041904150592,77.32546488013992
NCRB_34725,2023-12-28,19:46,Delhi,316,Drug Offense,38,F,Unknown,1,28.74983144147392,77.3844352015614
NCRB_34726,2023-06-29,13:55,Delhi,276,Drug Offense,46,Unknown,Knife,3,28.505729639841256,77.17350183156792
NCRB_34727,2022-11-20,16:18,Delhi,582,Burglary,20,F,Knife,0,28.68045711834912,77.36196067315079
NCRB_34728,2022-08-06,06:53,Delhi,415,Theft/Robbery,44,Unknown,Blunt Object,10,28.4303230113838,77.16409095679984
NCRB_34729,2023-04-08,13:35,Delhi,840,Burglary,58,M,,10,28.77646390840408,77.38072055700168
NCRB_34730,2022-10-11,14:21,Delhi,782,Assault,24,F,Knife,8,28.6583915434846,77.39360316299336
NCRB_34731,2022-11-07,18:06,Delhi,458,Theft/Robbery,23,Unknown,,5,28.62479626541021,77.01022504462426
NCRB_34732,2022-07-11,10:28,Delhi,189,Assault,40,F,,4,28.56732461305225,77.3213536957554
NCRB_34733,2022-10-08,06:28,Delhi,619,Theft/Robbery,53,M,Blunt Object,5,28.677583119983066,77.37010733393106
NCRB_34734,2022-12-22,22:02,Delhi,912,Kidnapping,30,Unknown,Unknown,5,28.54928570186884,77.19001455484528
NCRB_34735,2023-04-23,02:46,Delhi,740,Homicide,18,M,Blunt Object,5,28.764981844917724,77.14444160239191
NCRB_34736,2023-03-08,14:03,Delhi,822,Homicide,55,F,Firearm,1,28.7333562444344,77.32356972858119
NCRB_34737,2022-12-06,18:03,Delhi,395,Theft/Robbery,22,F,,10,28.62660690053481,77.335532486149
NCRB_34738,2022-04-19,02:20,Delhi,802,Homicide,39,F,Unknown,10,28.7901626687737,77.37918701857603
NCRB_34739,2022-08-03,23:35,Delhi,140,Drug Offense,38,M,Knife,4,28.75431055287796,77.14372187856125
NCRB_34740,2023-07-12,22:44,Delhi,923,Burglary,29,M,Firearm,8,28.675117206760028,77.25031581254714
NCRB_34741,2023-06-22,02:28,Delhi,706,Burglary,64,M,Blunt Object,3,28.553369634392777,77.17711423910416
NCRB_34742,2022-09-29,15:02,Delhi,603,Kidnapping,59,F,Unknown,4,28.530722190928028,77.3867206768522
NCRB_34743,2023-05-21,18:34,Delhi,661,Burglary,27,Unknown,Blunt Object,5,28.69302124201512,77.05011232066296
NCRB_34744,2023-10-18,21:36,Delhi,217,Assault,20,F,Firearm,8,28.588850733478445,77.21557819339958
NCRB_34745,2022-03-27,00:45,Delhi,195,Theft/Robbery,38,F,Firearm,8,28.45960806200523,77.1066946015105
NCRB_34746,2022-12-05,01:58,Delhi,555,Assault,57,Unknown,Blunt Object,1,28.53110488961268,77.1053595061621
NCRB_34747,2023-09-01,10:26,Delhi,747,Homicide,45,M,Firearm,0,28.73698252864607,77.21418946406801
NCRB_34748,2023-10-23,12:18,Delhi,915,Drug Offense,33,M,Blunt Object,7,28.51030388158016,77.31794636527513
NCRB_34749,2023-04-12,11:00,Delhi,489,Drug Offense,41,M,Blunt Object,7,28.59733498761595,77.40520762592347
NCRB_34750,2023-12-26,03:19,Delhi,550,Drug Offense,32,F,Knife,10,28.68582319866397,77.34944221277925
NCRB_34751,2023-04-19,16:01,Delhi,790,Theft/Robbery,34,F,,10,28.482349171004493,77.35725983584763
NCRB_34752,2023-07-25,15:10,Delhi,504,Homicide,33,F,Blunt Object,3,28.79776195245884,77.27852586942312
NCRB_34753,2022-08-18,22:11,Delhi,419,Assault,27,M,Firearm,4,28.61719971913535,77.10687854826205
NCRB_34754,2022-03-17,01:35,Delhi,727,Theft/Robbery,47,Unknown,Firearm,0,28.540188021392552,77.15127158460646
NCRB_34755,2022-07-21,14:12,Delhi,294,Homicide,29,Unknown,Firearm,6,28.571688736496466,77.13158308522036
NCRB_34756,2022-10-09,07:43,Delhi,865,Drug Offense,59,Unknown,Unknown,3,28.70886624753764,77.05793153761806
NCRB_34757,2023-10-19,18:10,Delhi,764,Burglary,61,Unknown,,8,28.604557278090216,77.40706851586835
NCRB_34758,2022-10-02,16:51,Delhi,419,Burglary,39,F,Blunt Object,0,28.616002331995453,77.032357729603
NCRB_34759,2023-09-04,21:00,Delhi,480,Theft/Robbery,24,F,Firearm,5,28.579460676651177,77.25272820248934
NCRB_34760,2022-02-16,02:10,Delhi,342,Kidnapping,64,Unknown,Blunt Object,9,28.42814999867375,77.32201366492586
NCRB_34761,2022-01-21,09:22,Delhi,577,Theft/Robbery,51,Unknown,,7,28.67671129311417,77.01071293402357
NCRB_34762,2022-01-08,17:12,Delhi,459,Assault,42,Unknown,Firearm,7,28.75764825732662,77.30514933663069
NCRB_34763,2023-05-03,02:17,Delhi,567,Kidnapping,31,F,Knife,6,28.781849413961865,77.09344690984106
NCRB_34764,2022-08-06,23:21,Delhi,736,Drug Offense,27,F,Knife,6,28.63668145411399,77.39329328271108
NCRB_34765,2022-09-26,08:27,Delhi,593,Kidnapping,33,M,,8,28.55522620400181,77.12034130749635
NCRB_34766,2023-11-11,01:52,Delhi,189,Kidnapping,55,Unknown,Unknown,8,28.74746428107653,77.2993321854566
NCRB_34767,2023-10-31,09:11,Delhi,322,Homicide,63,F,Unknown,6,28.433284676036948,77.39780147492348
NCRB_34768,2023-12-29,05:28,Delhi,674,Assault,27,Unknown,Firearm,5,28.78993669343376,77.03142916300376
NCRB_34769,2022-09-07,07:44,Delhi,719,Burglary,61,M,Blunt Object,6,28.68654952684868,77.30927988614259
NCRB_34770,2023-05-05,11:49,Delhi,613,Burglary,18,Unknown,Firearm,4,28.645759989925683,77.36874750651862
NCRB_34771,2022-08-17,13:40,Delhi,410,Homicide,21,M,Knife,2,28.7330362233479,77.40184547945181
NCRB_34772,2023-01-12,23:56,Delhi,309,Kidnapping,31,M,,10,28.700008846921456,77.16943978248696
NCRB_34773,2023-11-02,22:38,Delhi,189,Assault,41,M,Unknown,4,28.7032794953307,77.05107630225176
NCRB_34774,2023-12-13,04:02,Delhi,773,Burglary,19,M,Blunt Object,9,28.753645150141047,77.13398325558659
NCRB_34775,2023-01-06,23:45,Delhi,473,Burglary,37,F,Firearm,3,28.812330658107545,77.20401402041787
NCRB_34776,2023-06-08,08:02,Delhi,627,Theft/Robbery,49,F,Knife,8,28.684273315349785,77.09641043953897
NCRB_34777,2023-07-07,14:14,Delhi,144,Burglary,38,M,Knife,4,28.56104318360132,77.11667369044574
NCRB_34778,2023-03-27,03:56,Delhi,478,Assault,34,F,,0,28.784107390005254,77.3595594375092
NCRB_34779,2022-09-08,03:42,Delhi,130,Burglary,59,M,Blunt Object,7,28.623618051932915,77.37895659657444
NCRB_34780,2022-02-25,11:49,Delhi,871,Homicide,57,Unknown,Unknown,1,28.463476341870283,77.35274758939734
NCRB_34781,2023-01-14,17:02,Delhi,553,Burglary,58,F,Unknown,0,28.45001008277367,77.14976736983071
NCRB_34782,2023-10-07,21:05,Delhi,414,Kidnapping,60,F,Knife,0,28.72107544800621,77.02797129692549
NCRB_34783,2022-07-10,00:40,Delhi,477,Burglary,18,Unknown,Firearm,9,28.591266427687746,77.06184272240533
NCRB_34784,2023-07-10,07:45,Delhi,156,Burglary,62,M,Knife,10,28.43846255855101,77.09785581606775
NCRB_34785,2022-03-02,05:37,Delhi,777,Assault,48,Unknown,Firearm,5,28.78777994781473,77.34593076741139
NCRB_34786,2023-08-01,07:30,Delhi,711,Kidnapping,61,M,Unknown,5,28.46035508129892,77.14911741736115
NCRB_34787,2023-10-19,01:08,Delhi,647,Assault,30,Unknown,Unknown,6,28.669842409552967,77.1374066416593
NCRB_34788,2023-04-28,21:58,Delhi,916,Assault,42,M,Unknown,1,28.772559889488694,77.38625756191091
NCRB_34789,2023-07-18,14:17,Delhi,711,Theft/Robbery,38,M,,0,28.629761300827663,77.34555733171544
NCRB_34790,2023-12-07,10:36,Delhi,910,Theft/Robbery,34,M,,7,28.48698732466692,77.0916171082639
NCRB_34791,2022-03-08,20:44,Delhi,917,Kidnapping,32,M,Firearm,8,28.78061074187585,77.21751404443609
NCRB_34792,2022-07-19,18:11,Delhi,953,Kidnapping,54,F,Firearm,3,28.45988669064088,77.24424864112329
NCRB_34793,2022-02-22,01:28,Delhi,248,Assault,42,F,Blunt Object,2,28.43208937151256,77.35715367426648
NCRB_34794,2022-08-02,16:49,Delhi,161,Homicide,56,Unknown,Blunt Object,2,28.760447435587555,77.37548674654022
NCRB_34795,2023-06-16,16:26,Delhi,790,Drug Offense,59,F,Unknown,1,28.762393021879387,77.36560900485374
NCRB_34796,2023-09-17,02:14,Delhi,876,Burglary,40,F,Knife,6,28.45342581949937,77.09963627676979
NCRB_34797,2022-06-17,17:26,Delhi,692,Homicide,65,M,Blunt Object,4,28.581691389873985,77.31847427397169
NCRB_34798,2023-06-24,18:22,Delhi,531,Assault,62,M,Knife,8,28.65741811056323,77.19671872213912
NCRB_34799,2022-03-10,22:50,Delhi,788,Theft/Robbery,47,Unknown,Unknown,0,28.688056425172,77.23707349473666
NCRB_34800,2022-12-14,21:25,Delhi,581,Burglary,30,F,Firearm,5,28.74527736851096,77.0381285624712
NCRB_34801,2023-02-16,18:40,Delhi,771,Theft/Robbery,39,Unknown,Firearm,5,28.70797016622447,77.22545209799428
NCRB_34802,2022-07-31,02:43,Delhi,693,Assault,47,M,Blunt Object,3,28.747596403126902,77.23581751153948
NCRB_34803,2022-07-26,02:34,Delhi,338,Drug Offense,40,M,Firearm,8,28.71565944179231,77.35763353396214
NCRB_34804,2023-12-06,09:05,Delhi,842,Kidnapping,41,Unknown,Unknown,9,28.56887326752541,77.13617010084334
NCRB_34805,2022-02-02,10:06,Delhi,881,Homicide,41,Unknown,Firearm,3,28.54716424148419,77.07106837594395
NCRB_34806,2023-01-17,09:51,Delhi,701,Kidnapping,35,F,Blunt Object,7,28.518752328529647,77.06416517907724
NCRB_34807,2023-02-19,08:46,Delhi,128,Assault,36,Unknown,,3,28.780742105855904,77.15154252713965
NCRB_34808,2022-03-30,19:45,Delhi,734,Homicide,62,M,Firearm,1,28.72975899038024,77.29287219746323
NCRB_34809,2022-01-28,05:00,Delhi,253,Assault,43,Unknown,Blunt Object,7,28.60307633991776,77.32002048746814
NCRB_34810,2023-07-08,12:23,Delhi,335,Drug Offense,18,M,Knife,8,28.547555248416305,77.04266402620597
NCRB_34811,2023-11-08,13:36,Delhi,372,Homicide,42,F,Firearm,8,28.65489339675292,77.26440730805297
NCRB_34812,2023-03-02,05:59,Delhi,257,Assault,39,M,Knife,3,28.7153932673519,77.18409386526787
NCRB_34813,2023-02-24,15:30,Delhi,474,Burglary,65,F,Blunt Object,6,28.53721239380306,77.27119951327266
NCRB_34814,2022-11-04,14:11,Delhi,736,Burglary,44,M,Blunt Object,3,28.70751856152778,77.06891830958622
NCRB_34815,2022-10-01,04:59,Delhi,460,Burglary,54,F,Knife,9,28.519722739005864,77.011154743312
NCRB_34816,2022-04-10,12:44,Delhi,156,Burglary,23,M,,7,28.4347600721113,77.16697823591822
NCRB_34817,2023-05-06,01:04,Delhi,208,Assault,26,M,Unknown,8,28.54480521224092,77.21480411129102
NCRB_34818,2022-04-24,08:35,Delhi,801,Burglary,60,F,Blunt Object,1,28.467746310366948,77.25180444671123
NCRB_34819,2022-05-02,09:05,Delhi,520,Burglary,63,Unknown,Firearm,9,28.80210365710929,77.36741702779463
NCRB_34820,2023-11-22,16:19,Delhi,567,Kidnapping,52,M,Blunt Object,0,28.53599571869433,77.29986151814482
NCRB_34821,2022-10-31,10:54,Delhi,419,Assault,20,M,Knife,2,28.77138689226856,77.33300193193712
NCRB_34822,2023-12-18,00:12,Delhi,817,Assault,23,F,,7,28.522745993802832,77.23438458166959
NCRB_34823,2022-01-16,01:30,Delhi,408,Homicide,32,M,Knife,7,28.66516973649272,77.09215595137768
NCRB_34824,2023-06-05,05:53,Delhi,348,Assault,56,M,Blunt Object,8,28.468834864225208,77.32875260655727
NCRB_34825,2022-10-23,21:07,Delhi,861,Theft/Robbery,48,Unknown,Firearm,7,28.56870010246136,77.20047331255823
NCRB_34826,2022-10-19,10:12,Delhi,305,Drug Offense,34,F,,5,28.558337262480045,77.37185603747295
NCRB_34827,2023-04-20,09:30,Delhi,791,Burglary,43,M,Blunt Object,10,28.72819594414952,77.18328299558162
NCRB_34828,2023-08-08,21:27,Delhi,518,Burglary,44,Unknown,,1,28.721734386793457,77.04062991600908
NCRB_34829,2022-04-14,01:56,Delhi,465,Homicide,51,F,Blunt Object,10,28.52780497363816,77.08720702165199
NCRB_34830,2022-03-19,02:05,Delhi,773,Assault,51,F,Unknown,10,28.63791281282752,77.33666959359435
NCRB_34831,2023-10-14,15:54,Delhi,886,Kidnapping,53,F,Blunt Object,8,28.518679933233607,77.32605543454483
NCRB_34832,2023-05-03,22:47,Delhi,768,Theft/Robbery,55,M,Firearm,2,28.776268925989264,77.27987276526758
NCRB_34833,2022-06-17,11:03,Delhi,484,Kidnapping,26,M,,10,28.734198654891653,77.02611014475733
NCRB_34834,2023-11-04,12:19,Delhi,299,Theft/Robbery,50,M,,5,28.475061463818605,77.11817101975191
NCRB_34835,2022-02-25,07:40,Delhi,491,Homicide,37,Unknown,Blunt Object,1,28.630499947750085,77.35082483322773
NCRB_34836,2023-04-10,00:57,Delhi,621,Kidnapping,29,F,Knife,1,28.563793744974404,77.31225278215801
NCRB_34837,2023-04-21,03:42,Delhi,737,Drug Offense,46,M,,4,28.664994618600844,77.19895241906544
NCRB_34838,2022-07-15,09:13,Delhi,967,Theft/Robbery,23,M,Blunt Object,1,28.56894220327232,77.39331542021672
NCRB_34839,2022-01-14,05:42,Delhi,154,Kidnapping,59,Unknown,Unknown,10,28.63878060663411,77.3495081095832
NCRB_34840,2022-03-13,18:14,Delhi,934,Assault,38,F,,5,28.63087120282539,77.24989521890363
NCRB_34841,2022-04-16,11:06,Delhi,695,Kidnapping,62,M,Unknown,0,28.686268573618943,77.3395646380052
NCRB_34842,2023-10-04,19:51,Delhi,443,Assault,54,Unknown,Blunt Object,8,28.547820201635915,77.20282167623843
NCRB_34843,2022-10-13,18:23,Delhi,725,Burglary,62,F,Firearm,9,28.43375158547868,77.18855727022513
NCRB_34844,2023-11-19,20:48,Delhi,871,Burglary,48,Unknown,Blunt Object,0,28.78564425161661,77.23528015411055
NCRB_34845,2023-06-11,00:45,Delhi,215,Drug Offense,39,F,,4,28.7558070299885,77.20518131829982
NCRB_34846,2022-07-31,01:53,Delhi,823,Kidnapping,25,Unknown,Blunt Object,3,28.632827461493846,77.12248363538285
NCRB_34847,2023-06-02,21:39,Delhi,665,Drug Offense,60,F,Firearm,10,28.7330369783128,77.03057126096842
NCRB_34848,2022-05-03,09:14,Delhi,502,Assault,36,M,Knife,3,28.442621540662028,77.25746537777307
NCRB_34849,2023-01-14,12:09,Delhi,458,Homicide,56,F,,9,28.76841344928425,77.30530685651294
NCRB_34850,2023-05-30,02:06,Delhi,526,Drug Offense,56,F,Blunt Object,0,28.51336501646989,77.1740724399527
NCRB_34851,2022-02-25,07:45,Delhi,966,Theft/Robbery,41,F,,8,28.51892918292653,77.0841731046279
NCRB_34852,2023-08-08,23:54,Delhi,878,Drug Offense,30,M,Unknown,7,28.67440478772512,77.04565041163646
NCRB_34853,2023-10-22,03:14,Delhi,857,Theft/Robbery,46,Unknown,Firearm,6,28.5411430400971,77.24693943971114
NCRB_34854,2022-06-09,23:35,Delhi,511,Homicide,28,F,Unknown,10,28.60119915979722,77.2073384482216
NCRB_34855,2022-10-21,07:45,Delhi,566,Drug Offense,30,Unknown,,4,28.78495663704382,77.154320321348
NCRB_34856,2023-09-03,05:37,Delhi,839,Burglary,19,M,Blunt Object,9,28.76415649860797,77.03928430418867
NCRB_34857,2023-05-15,03:00,Delhi,461,Kidnapping,57,Unknown,Firearm,3,28.65247418857217,77.38925294794323
NCRB_34858,2022-03-26,04:25,Delhi,423,Burglary,26,M,Blunt Object,0,28.662805657960547,77.39655896570144
NCRB_34859,2023-03-29,06:50,Delhi,226,Burglary,43,M,Firearm,3,28.620046060560306,77.04629915846316
NCRB_34860,2023-09-26,16:25,Delhi,958,Assault,30,M,Firearm,1,28.73563350345064,77.25370146843156
NCRB_34861,2023-04-11,17:52,Delhi,837,Assault,54,F,Blunt Object,0,28.610703030565656,77.1021224101828
NCRB_34862,2022-11-22,08:52,Delhi,435,Kidnapping,31,M,Blunt Object,3,28.45610048913527,77.06482440991728
NCRB_34863,2023-03-10,04:56,Delhi,331,Drug Offense,61,Unknown,Firearm,4,28.5129175424234,77.20076179341267
NCRB_34864,2023-02-18,03:26,Delhi,363,Kidnapping,58,M,Knife,10,28.73360392462562,77.09392233664784
NCRB_34865,2023-05-11,07:58,Delhi,133,Theft/Robbery,34,Unknown,Knife,10,28.80295441430229,77.09884631762664
NCRB_34866,2022-06-04,17:08,Delhi,516,Assault,30,Unknown,Unknown,9,28.541295517613783,77.0205270547767
NCRB_34867,2022-05-07,18:55,Delhi,862,Drug Offense,24,F,Knife,9,28.590976106474617,77.04885906046253
NCRB_34868,2022-04-23,19:59,Delhi,689,Burglary,30,F,Knife,2,28.66438029947296,77.29237057668037
NCRB_34869,2022-02-26,08:38,Delhi,100,Homicide,33,M,Blunt Object,6,28.64966207048362,77.14535924933172
NCRB_34870,2022-01-30,22:44,Delhi,500,Theft/Robbery,63,F,Blunt Object,9,28.457354348911885,77.11111190541891
NCRB_34871,2023-09-24,16:17,Delhi,846,Burglary,26,F,,3,28.561721874373745,77.05566449587256
NCRB_34872,2023-07-16,00:36,Delhi,254,Theft/Robbery,41,F,Blunt Object,10,28.716976767783525,77.35255170385723
NCRB_34873,2022-11-11,07:32,Delhi,755,Kidnapping,30,F,Unknown,10,28.756003037281108,77.15126733623548
NCRB_34874,2023-09-30,05:38,Delhi,353,Theft/Robbery,18,Unknown,,6,28.74834470562166,77.08462695096311
NCRB_34875,2023-05-01,18:43,Delhi,313,Kidnapping,18,F,Knife,6,28.4421058364696,77.3587744493857
NCRB_34876,2023-03-19,10:08,Delhi,898,Kidnapping,18,Unknown,Blunt Object,8,28.461929398714314,77.02270894345328
NCRB_34877,2022-10-23,10:42,Delhi,340,Kidnapping,50,Unknown,Blunt Object,5,28.72361327878048,77.2840347759536
NCRB_34878,2023-02-18,17:43,Delhi,966,Burglary,62,Unknown,Unknown,6,28.43160205387039,77.19428649095715
NCRB_34879,2022-07-27,00:44,Delhi,864,Burglary,42,M,Knife,7,28.78034917102749,77.23157145860588
NCRB_34880,2022-11-16,15:40,Delhi,817,Assault,54,F,Unknown,4,28.446132092927947,77.18397056152583
NCRB_34881,2022-11-30,15:24,Delhi,340,Kidnapping,20,F,Firearm,6,28.568825299043645,77.17324309729666
NCRB_34882,2022-10-15,05:20,Delhi,121,Homicide,38,Unknown,Unknown,8,28.52648575173353,77.29322343325165
NCRB_34883,2023-01-05,13:03,Delhi,467,Kidnapping,55,M,,7,28.4355010452144,77.31363700262247
NCRB_34884,2023-09-29,00:09,Delhi,273,Theft/Robbery,34,Unknown,Blunt Object,6,28.553420763343105,77.03527506620097
NCRB_34885,2022-02-02,17:40,Delhi,929,Kidnapping,54,M,Unknown,7,28.73735208209873,77.09022403001572
NCRB_34886,2023-01-10,23:45,Delhi,868,Homicide,42,F,Blunt Object,6,28.67824226986676,77.03278668670978
NCRB_34887,2022-06-01,06:08,Delhi,484,Assault,27,Unknown,,9,28.523482596415665,77.26555337586024
NCRB_34888,2023-08-19,15:27,Delhi,672,Theft/Robbery,30,Unknown,Firearm,8,28.76028866919975,77.3734762123884
NCRB_34889,2022-02-19,00:17,Delhi,359,Drug Offense,59,F,Firearm,10,28.64436820930167,77.1604775504044
NCRB_34890,2022-12-04,23:02,Delhi,263,Drug Offense,63,M,Blunt Object,8,28.568335740135947,77.04777099111843
NCRB_34891,2022-08-13,20:20,Delhi,327,Theft/Robbery,62,F,,0,28.528898072564044,77.08890273816658
NCRB_34892,2022-01-03,11:37,Delhi,675,Homicide,55,Unknown,Knife,7,28.523023748971564,77.02926883270827
NCRB_34893,2023-02-24,03:19,Delhi,222,Burglary,38,F,,4,28.59896926192992,77.37573440275987
NCRB_34894,2022-04-14,15:39,Delhi,765,Assault,56,Unknown,Firearm,7,28.69659385041249,77.15690442883684
NCRB_34895,2023-09-11,22:08,Delhi,230,Kidnapping,42,M,,7,28.62121945646579,77.28350666615903
NCRB_34896,2022-12-16,11:27,Delhi,206,Theft/Robbery,39,F,Blunt Object,0,28.611806131042805,77.24451220115957
NCRB_34897,2023-10-18,14:38,Delhi,342,Kidnapping,54,F,Unknown,2,28.66584931515342,77.26769730466052
NCRB_34898,2022-03-27,04:29,Delhi,213,Theft/Robbery,19,M,Blunt Object,4,28.68222284603852,77.04509799710196
NCRB_34899,2023-10-25,15:18,Delhi,543,Kidnapping,32,Unknown,Knife,4,28.76488416525552,77.24905067098784
NCRB_34900,2022-08-06,11:38,Delhi,711,Burglary,27,M,,0,28.5490319512914,77.1907621127729
NCRB_34901,2023-04-11,10:30,Delhi,925,Assault,23,M,Blunt Object,3,28.657854387458265,77.14526935863303
NCRB_34902,2023-09-17,05:56,Delhi,672,Homicide,46,F,Blunt Object,3,28.461451661840773,77.35970179773737
NCRB_34903,2023-01-23,03:18,Delhi,872,Assault,41,Unknown,Firearm,0,28.4376064519832,77.02372836022747
NCRB_34904,2023-11-18,13:07,Delhi,528,Theft/Robbery,48,M,Blunt Object,4,28.745687192235163,77.12807558108875
NCRB_34905,2022-08-28,05:02,Delhi,741,Burglary,37,F,Firearm,7,28.74652640407705,77.0338345996944
NCRB_34906,2022-10-23,15:43,Delhi,110,Drug Offense,29,Unknown,Knife,3,28.745329878813653,77.26327228311972
